,Library.Full.Name,Library.Number,Survey.Year.From,A1.3.Ontario.Library.Service..OLS..Region..English.,A1.4.Type.of.Library.Service..English.,A1.5.Mailing.Address,A1.9.Street.Address,A1.10.City.Town,A1.11.Province,A1.12.Postal.Code,A1.13.Web.Site.Address,A1.14..No..of.Active.Library.Cardholders,B1.1..Net.Balance.brought.forward.from.previous.year,B2.1.1..Public.Library.Operating.Grant..PLOG.,B2.1.2..Pay.Equity.Grant,B2.1.3..First.Nation.Salary.Supplement.Grant,B2.1.4..Total.Provincial.Operating.Funding,B2.2..Local.Operating.Funding..e.g..Municipality.or.Band.local.operating.funding.,B2.4.1.03..Trillium.Foundation.funding,B2.4.1.04..Provincial.student.employment.funding,B2.4.1.05..ServiceOntario,B2.4.1.07..CAP.youth.support,B2.4.1.08..Young.Canada.Works,B2.4.1.10..OLCF,B2.4.1.99..Other.Project.Grant,B2.4.1a..Total.Project.Grants,B2.5..Donations..monies.donated.by.outside.bodies..e.g..Friends.groups..trust.funds.etc..,B2.6..Self.Generated.Revenue..e.g..fines..fees..sales.fundraising..room.rentals..cafe.revenue..etc..,B2.7..Debt.Services.and.Reserve.Fund.Revenues,B2.8..Other..Specify.any.other.source.of.funds.not.included.above.and.indicate.the.amount.received.from.each.funding.source.listed..e.g..Connectivity.,B2.9..Total.Operating.Revenues,B3.1..Provincial,B3.2..Federal,B3.3..Local,B3.4..Other..specify.any.other.source.of.funds.not.included.above.and.indicate.the.amount.received.from.each.funding.source.listed..report.each.funding.source.on.a.separate.line.,B3.5..Total.Capital.Revenues,B4.01..Materials,B4.01.1..General..Include.all.physical.items.that.are.not.electronic..e.g..books..periodicals..etc..,B4.01.2..Electronic..e.g..electronic.subscriptions.and.other.databases..downloadable.media..gaming..software..Playaway..DVDs..and.e.resources.,B4.02..Staffing..Total.funds.spent.on.all.staff..including.benefits..,B4.03..Staff.Training..Total.funds.spent.on.staff.training..including.travel.and.accommodation.,B4.04..Facilities.Utilities..Costs.related.to.library.facility.operation..e.g..insurance..rent..lighting..maintenance..etc..,B4.05.1..Telephone.and.Fax,B4.05.2..Dedicated.Internet.Connectivity.Costs..e.g..wireless..ISDN..dedicated.lines..,B4.06..Computer.Services..Total.spent.on.computer.equipment.and.related.expenses..e.g..computer.maintenance.contracts..etc...new.automated.systems..etc..,B4.07..Debt.Charges.and.Transfers.to.Reserve.Funds,B4.08..Funds.returned.to.government.sources,B4.09..Contract.payments.made.to.library.board.for.library.services..Specify.the.library.board.s..and.amount.given.to.each.board..report.each.payment.on.a.separate.line.,B4.10..Other..specify.all.other.expenditures.not.reported.above.and.indicate.the.amount.spent.for.each.expenditure.listed..report.each.item.on.a.separate.line.,B5.0..Total.Operating.Expenditures,B6.0..Total.Capital.Expenditures..funds.expended.on.land..building.construction.renovation.or.furniture.,C4.1.F..No,C4.1.T..Yes,C4.2..If.yes..how.many,C4.3.01..Freegal,C4.3.02..Freading,C4.3.03..Hoopla,C4.3.04..Zinio,C4.3.05..IndieFlix,C4.3.06..Flipster,C4.3.07..Naxos,C4.3.90..Other,D1.0.H..How.many.hours.per.week.in.your.library.constitute.a.full.time.position..must.be.at.least.32.5.hours..,D1.1.1.C..Librarians,D1.1.2.C..Library.Technicians,D1.1.3.C..EXCEL.Graduates,D1.1.4.C..Other.Staff,D1.1.5.C..Volunteers,D1.2.1.C..Librarians,D1.2.1.H..Librarians,D1.2.2.C..Library.Technicians,D1.2.2.H..Library.Technicians,D1.2.3.C..EXCEL.Graduates,D1.2.3.H..EXCEL.Graduates,D1.2.4.C..Other.Staff,D1.2.4.H..Other.Staff,D1.2.5.C..Volunteers,D1.2.5.H..Volunteers,E1.1..Total.No..of.Public.Access.Workstations.available.in.your.library,E1.1.1..Provide.Internet.access,E1.1.2..Provide.OPAC.and.or.ILS.Access,E1.1.4..Total.number.of.lending.laptops..netbooks..and.tablets..e.g..iPads.,E1.2..E.readers,E2.1.F..Does.your.library.have.an.automated.catalogue.system.,E2.1.T..Does.your.library.have.an.automated.catalogue.system.,E2.3.F..Does.your.library.provide.wireless.Internet.connection.,E2.3.T..Does.your.library.provide.wireless.Internet.connection.,E2.4.F..Does.your.library.have.a.3D.Printer.s.,E2.4.T..Does.your.library.have.a.3D.Printer.s.,E2.5..If.yes.state.how.many.,E2.6.F..Does.your.library.have.a.Maker.Space..mobile.Maker.Space..Digital.Media.Lab..Digital.Learning.Centre..Self.Publishing.Centre..Recording.Studio.etc.,E2.6.T..Does.your.library.have.a.Maker.Space..mobile.Maker.Space..Digital.Media.Lab..Digital.Learning.Centre..Self.Publishing.Centre..Recording.Studio.etc.,E2.7..If.yes.state.how.many.,E3.1.SPC..Main.Library,E3.1.SPH..Main.Library,E3.2.SPC..Branches.open.12.hours.per.week.or.more,E3.2.SPH..Branches.open.12.hours.per.week.or.more,E3.3.SPC..Branches.open.less.than.12.hours.per.week,E3.3.SPH..Branches.open.less.than.12.hours.per.week,E3.4.SPC..Bookmobile.stop.locations,E3.4.SPH..Bookmobile.stop.locations,E3.5.SPC..Deposit.Stations.and.Kiosks..refer.to.criteria.,E3.5.SPH..Deposit.Stations.and.Kiosks..refer.to.criteria.,E3.6.SPC..No..of.Bookmobiles.owned.by.your.library.board,F1.0..Total.Annual.Circulation..Actual.Annual.Direct.Circulation.,F2.1.P..No..of.programs.held.annually,F2.2.A..Annual.program.attendance,F2.301.Attendance..Early.literacy.and.Early.learning,F2.301.Programs..Early.literacy.and.Early.learning,F2.302.Attendance..Other.Children.s.programming,F2.302.Programs..Other.Children.s.programming,F2.303.Attendance..Summer.Reading,F2.303.Programs..Summer.Reading,F2.304.Attendance..Homework.help,F2.304.Programs..Homework.help,F2.305.Attendance..Class.instruction.at.a.library.or.school,F2.305.Programs..Class.instruction.at.a.library.or.school,F2.306.Attendance..Teen.programming,F2.306.Programs..Teen.programming,F2.307.Attendance..Newcomer.focus,F2.307.Programs..Newcomer.focus,F2.308.Attendance..Careers..job.help...skills.,F2.308.Programs..Careers..job.help...skills.,F2.309.Attendance..Business.Development,F2.309.Programs..Business.Development,F2.310.Attendance..Community.Development,F2.310.Programs..Community.Development,F2.311.Attendance..Technology..social.media.and.computer.literacy.,F2.311.Programs..Technology..social.media.and.computer.literacy.,F2.311a.Attendance..Maker.space..Digital.media.lab..Self.publishing,F2.311a.Programs..Maker.space..Digital.media.lab..Self.publishing,F2.312.Attendance..Genealogy..local.history..Doors.Open,F2.312.Programs..Genealogy..local.history..Doors.Open,F2.313.Attendance..Adult.learning..not.covered.elsewhere.,F2.313.Programs..Adult.learning..not.covered.elsewhere.,F2.314.Attendance..Seniors.programming,F2.314.Programs..Seniors.programming,F2.315.Attendance..Culture.Days..poetry.and.story.readings..art.shows,F2.315.Programs..Culture.Days..poetry.and.story.readings..art.shows,F2.316.Attendance..First.Nations.Public.Library.Week,F2.316.Programs..First.Nations.Public.Library.Week,F2.317.Attendance..First.Nation.Communities.Reads,F2.317.Programs..First.Nation.Communities.Reads,F2.318.Attendance..Ontario.Public.Library.Week...Canadian.Library.Month,F2.318.Programs..Ontario.Public.Library.Week...Canadian.Library.Month,F2.319.Attendance..Book.Clubs,F2.319.Programs..Book.Clubs,F2.320.Attendance..Other,F2.320.Programs..Other,F3.1.1..No..of.requests.made.to.other.libraries,F3.1.2..No..of.items.being.borrowed,F3.2.1..No..of.requests.received.from.other.libraries,F3.2.2..No..of.items.lent,G1.1.1.W..All.circulation.except.E.books..downloadable.audio.books..music.and.video,G1.1.2.W..All.circulation.for.E.books..downloadable.audio.books..music.and.video.,G1.1.3.W..Total.circulation.of.all.library.materials,G1.2.1.W..Total.In.Library.Materials.Use,G1.3.1.W..No..of.people.using.library.workstations,G1.3.2.W..No..of.times.electronic.databases.are.accessed.by.library.users,G1.3.3.W..No..of.people.using.public.library.wireless.connection,G1.3.4.W..No..of.people.using.Maker.Spaces..Digital.Media.labs..Self.Publishing.Centres,G1.4.1.W..No..of.standard.reference.transactions,G1.4.2.W..No..of.electronic.reference.transactions,G1.4.3.W..No..of.Reader.s.Advisory.transactions,G1.4.4.W..No..of.Information.Communication.Technology..software.and.social.media.support.requests,G1.4.5.W..Average.staff.time.in.minutes.per.Information.Communication..Technology..software.and.social.media.support.request.,G1.4.6.W..Number.of.times.accessible.material..equipment.or.devices.are.requested,G1.5.1.W..No..of.visits.to.the.library.made.in.person,G1.5.2.W..No..of.electronic.visits.to.the.library.website,G1.5.3.W..No..of.Social.Media.visits,H1.1.1.01..Books,H1.1.1.02..E.books,H1.1.1.03..Databases.and.Other.Downloadable.Services,H1.1.1.04..Computer.software,H1.1.1.05..Connectivity,H1.1.1.06..Integrated.Library.systems,H1.1.1.07..Corporate.Discount.Programs,H1.1.1.08..Municipal.and.Local.government,H1.1.1.92..Other.Types.of.Consortia,H1.2.1.F..No,H1.2.1.T..Yes,H1.2.2..If.Yes..provide.number.of.Friends.or.Foundations.organizations.your.public.library.works.with..,H1.3.1.F..No,H1.3.1.T..Yes,H1.3.2.10..Instagram,H1.3.2.11..Blogs,H1.3.2.12..Twitter,H1.3.2.13..Facebook,H1.3.2.14..Google.,H1.3.2.15..RSS.feeds,H1.3.2.16..Flickr,H1.3.2.17..YouTube,H1.3.2.18..LinkedIn,H1.3.2.19..Pinterest,H1.3.2.20..Tumblr,H1.3.2.90..Other.Social.Media,H1.4.1.F..No,H1.4.1.T..Yes,H1.4.2..If.Yes..how.many...,H1.4.3.21..Community.museums,H1.4.3.22..Art.galleries,H1.4.3.23..Municipal.cultural.planning.partnerships,H1.4.3.24..Archives,H1.4.3.25..Heritage.Organizations,H1.4.3.26..Ethno.cultural.and.Newcomer.Service.Organizations,H1.4.3.93..Other.Cultural.Partners,H1.5.1.F..No,H1.5.1.T..Yes,H1.5.2..If.Yes..how.many.,H1.5.3.40..Early.Childhood.Organizations,H1.5.3.41..School.boards..including.local.schools.and.local.education.authorities,H1.5.3.42..Community.Colleges,H1.5.3.43..Universities,H1.5.3.44..Distance.Education,H1.5.3.94..Other.Education.Sector.Partners,H1.5.4..Please.provide.highlights.or.examples.of.your.library.s.partnerships.with.the.Education.sector.,H1.7.1.F..No,H1.7.1.T..Yes,H1.7.2.31..ServiceOntario,H1.7.2.32..ESDC,H1.7.2.34..Municipal.services..e.g..licences.,H1.7.2.35..Health,H1.7.2.36..CAP.Youth,H1.7.2.91..Other.government.Service.Partnerships,H1.8.1.F..No,H1.8.1.T..Yes,H1.8.2.PC..Please.outline.your.projects.in.the.field.below..Provide.year.the.project.is.planned.for.,H1.8.3.F..No,H1.8.3.T..Yes,H1.8.4.TN..Please.outline.your.technology.needs.in.the.field.below.,H1.9.1.F..No,H1.9.1.T..Yes,H1.9.2.51..Chamber.of.Commerce,H1.9.2.52..Business.Improvement.Area..BIA.,H1.9.2.95..Other.Business.and.Economic.Sector.Partnerships,P1.1..Resident.Population.Served,P1.2..Contracting.Population.Served,P2.1..Contracting.Households.Served,P2.2..Resident.Households.Served
190,Limerick Twp,L1100,2018,Southern Ontario Library Service,Contracting Municipality,89 Limerick Lake Road ,89 Limerick Lake Road ,Gilmour,Ontario,K0L1W0,www.township.limerick.on.ca,0,0,2331,0,0,2331,0,0,0,0,0,0,0,0,0,0,0,0,0,2331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2331,0,2331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,0,0,427
191,Lincoln,L0433,2018,Southern Ontario Library Service,Public or Union Library,5020 Serena Drive PO Box 460 ,5020 Serena Drive ,Beamsville,Ontario,L0R1B0,www.lincoln.library.on.ca,5640,0,27394,13486,0,40880,1009794,0,0,850,0,0,0,7510,8360,20737,32179,0,34500,1146450,0,0,0,0,0,132365,84083,48282,922567,5250,5417,2137,11647,21166,16106,0,0,29795,1146450,0,0,1,2,0,0,0,0,0,1,0,1,35,2,2,1,2,0,0,0,2,25,0,0,14,17,22,3,18,18,18,0,0,0,1,0,1,0,0,0,0,0,0,1,61,1,51,0,0,0,0,0,0,0,197690,786,15196,1864,91,3727,212,2086,14,0,0,2239,87,2239,38,0,0,0,0,0,0,897,20,511,179,0,0,43,3,1458,125,24,1,0,0,0,0,0,0,31,5,77,11,0,0,4353,1220,4866,1393,2459,1134,3593,727,255,47,408,0,68,0,15,32,20,0,3740,405,1323,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,1,0,0,0,1,2,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,5000,0,1,1,1,0,23787,0,0,9222
192,Local Services Board of Rainbow Country,L0286,2018,Ontario Library Service - North,Contracting LSB,Box 144 ,245 Avery ,Espanola,Ontario,P3E1S5,https://rainbowcountrylsb.wordpress.com,0,0,497,0,0,497,0,0,0,0,0,0,0,0,0,0,0,0,0,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497,0,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,0,0,0
193,London,L0245,2018,Southern Ontario Library Service,Public or Union Library,251 Dundas St. ,,London,Ontario,N6A6H9,http://www.londonpubliclibrary.ca,168344,-89306,580209,18620,0,598829,20263640,0,23800,0,12471,0,0,19613,110965,564806,822751,0,704103,23065094,0,0,1246441,0,1246441,2186251,1504690,681561,14664123,139414,3160363,66434,196721,515927,87680,0,0,755741,21772654,0,0,1,7,0,0,1,0,0,1,0,5,35,55,0,0,103,0,3,53,0,0,0,0,121,1734,402,180,516,304,52,128,0,0,1,0,1,0,1,2,0,1,1,1,65,14,706,1,4,0,0,0,0,0,3390506,12822,210558,42849,1960,42849,1708,22517,810,4578,1146,21838,525,4736,631,13653,1848,79,23,148,19,11495,107,2550,982,776,60,1579,34,24529,1632,2871,356,11361,702,0,0,0,0,0,0,2150,279,0,0,4847,4425,4355,3063,55055,10146,65201,12594,6645,8417,19704,0,5048,2385,938,1515,3,412,48426,77751,995,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,30,0,1,1,0,1,1,3,0,1,20,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,550000,0,1,555000,0,1,1,1,3,387275,0,0,176859
194,"Loring, Port Loring and District Local Services Board",L0497,2018,Ontario Library Service - North,LSB Library,11767 Hwy 522 P.O. Box 82 ,11767 Hwy 522 P.O. Box 82 ,Port Loring,Ontario,P0H1Y0,http://www.olsn.ca/argylecommunitylibrary,440,0,5808,0,0,5808,0,0,0,0,0,0,0,0,0,0,0,0,0,5808,0,0,0,0,0,5208,4383,825,0,0,0,0,0,0,0,0,0,600,5808,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,19,0,0,0,0,0,0,0,0,19,17,2,2,2,6,2,0,1,0,1,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,4364,14,250,0,0,60,1,60,5,0,0,20,3,0,0,0,0,0,0,0,0,0,0,20,1,0,0,20,1,0,0,50,2,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,145,55,200,0,10,0,50,0,0,0,0,0,0,0,80,10,20,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,0,0,0
195,M'Chigeeng FN,L0406,2018,Ontario Library Service - North,First Nations Library,Lakeview Drive P.O. Box 296 ,18 Lakeview Drive ,M'Chigeeng First Nation,Ontario,P0P1G0,www.olsn.ca/proofs/mchigeeng,160,0,3087,0,13000,16087,23546,0,0,0,0,0,0,0,0,0,0,0,0,39633,0,0,0,0,0,5732,4432,1300,39633,350,0,1212,1575,0,0,0,0,0,48502,0,0,0,0,0,0,0,0,0,0,0,0,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,1,0,0,0,0,1,1,1,41,0,0,0,0,0,0,0,0,0,3536,524,2078,0,0,0,0,118,1,0,0,146,360,0,0,0,0,0,0,0,0,12,2,0,0,800,80,0,0,0,0,0,0,15,2,0,0,0,0,0,0,635,75,352,4,1,1,0,0,88,0,88,146,5,0,0,40,2,0,0,0,0,0,146,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4500,0,0,0,0,0,939,0,0,0
196,"MacDonald, Meredith & Aberdeen Add'l Twp",L0190,2018,Ontario Library Service - North,Contracting Municipality,208 Church Street P.O. Box 10 ,208 Church Street ,Echo Bay,Ontario,P0S1C0,www.echobay.ca,0,0,3581,0,0,3581,0,0,0,0,0,0,0,0,0,0,0,0,0,3581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3581,0,3581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1609,0,0,827
197,Madawaska Valley Twp,L0496,2018,Southern Ontario Library Service,Public or Union Library,19474 Opeongo Line P.O. Box 970 ,19474 Opeongo Line ,Barry's Bay,Ontario,K0J1B0,www.madawaskavalleylibrary.ca,1460,7754,12459,7270,0,19729,146233,0,0,0,0,0,0,2381,2381,4074,11051,0,0,187260,0,0,0,0,0,23659,16022,7637,132097,0,13465,1206,1117,3909,0,0,0,13940,189393,0,0,1,1,0,0,0,0,0,1,0,0,35,1,0,0,0,0,0,0,0,0,1,22,3,15,12,4,7,6,1,2,0,0,1,0,1,0,0,0,0,0,0,1,29,0,0,0,0,0,0,0,0,0,20902,95,1110,0,0,339,22,131,19,0,0,0,0,2,1,0,0,0,0,0,0,0,0,48,4,0,0,152,2,28,21,0,0,123,7,0,0,0,0,23,1,102,12,162,6,765,694,600,503,357,53,410,43,54,0,37,0,6,3,13,11,10,3,209,0,36,1,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6700,0,1,0,1,0,3653,794,674,3207
198,Madoc Twp,L0193,2018,Southern Ontario Library Service,Contracting Municipality,P.O. Box 503 ,15651 Highway 62 ,Madoc,Ontario,K0K2K0,www.madoc.ca,0,0,3274,0,0,3274,32413,0,0,0,0,0,0,0,0,0,0,0,0,35687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35687,0,35687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1841,0,0,968
199,Magnetawan FN,L0407,2018,Ontario Library Service - North,First Nations Library,10 Hwy 529 Comp 15 R.R. #1     ,10 Hwy 529 Comp 15 R.R. #1     ,Britt,Ontario,P0G1A0,library@magnetawanfirstnation.com,60,0,288,0,13000,13288,5514,0,0,0,0,0,0,0,0,0,0,0,0,18802,0,0,0,0,0,0,0,0,16432,0,0,0,0,278,0,0,0,0,16710,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,1,1,1,35,0,0,0,0,0,0,0,0,0,38,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6,1,8,2,0,0,6,1,0,0,0,0,2,2,0,0,4,0,4,4,25,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0
200,Magnetawan Twp,L0194,2018,Ontario Library Service - North,Public or Union Library,P.O. Box 130 ,4304 N. Sparks St ,Magnetawan,Ontario,P0A1P0,www.magnetawanlibrary.ca,854,7678,8611,1712,0,10323,72400,0,0,0,0,0,0,0,0,420,1000,0,1079,85222,0,0,0,0,0,2969,2769,200,41812,0,9756,1766,1215,5884,0,0,0,0,63402,0,0,0,0,0,0,0,0,0,0,0,0,33,1,0,1,0,0,0,0,0,0,0,0,1,16,0,0,8,7,1,4,0,0,1,0,1,0,1,1,0,1,3,1,26,0,0,0,0,0,0,0,0,0,6050,64,903,300,10,181,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,11,0,0,0,0,0,0,0,0,0,0,0,0,25,1,100,10,0,0,222,163,255,132,125,0,125,55,42,7,40,20,10,15,5,15,10,3,56,30,64,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5500,0,0,0,0,0,1184,0,0,2054
201,Manitouwadge,L0195,2018,Ontario Library Service - North,Public or Union Library,2 Manitou Rd Community Centre ,2 Manitou Rd ,Manitouwadge,Ontario,P0T2C0,www.olsn.ca/manitouwadge,479,0,6715,379,0,7094,99459,0,0,425,0,0,0,0,425,356,4814,0,6133,118281,0,0,0,0,0,8325,7098,1227,96407,2490,1838,1066,1139,9357,0,0,0,7269,127891,0,0,1,1,0,0,0,1,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,4,60,0,0,4,4,4,4,2,0,1,0,1,0,0,0,0,1,1,1,41,0,0,0,0,0,0,0,0,0,9148,184,1907,201,20,345,23,175,29,0,0,298,17,0,0,0,0,0,0,0,0,339,13,17,4,393,55,4,3,13,1,0,0,0,0,0,0,0,0,0,0,37,8,85,11,353,303,334,266,168,13,181,30,49,0,6,0,2,0,9,3,5,0,187,0,32,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,1,10,1,1,0,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3000,0,0,0,0,0,1821,0,0,1214
202,Marathon,L0196,2018,Ontario Library Service - North,Public or Union Library,22 Peninsula Road P.O. Box 400 ,22 Peninsula Road ,Marathon,Ontario,P0T2E0,http://www.olsn.c/marathon,1225,15000,8606,13930,0,22536,133600,0,0,0,0,3635,0,13500,17135,0,4500,0,4700,182471,0,0,0,0,0,11240,4000,7240,145400,2500,33000,550,2200,775,200,0,0,1143,197008,0,0,1,1,0,0,0,1,0,0,0,0,35,0,0,1,1,0,0,0,0,0,0,0,1,10,0,0,6,6,6,10,3,0,1,0,1,0,1,1,0,1,3,1,37,0,0,0,0,0,0,0,0,0,33480,770,7898,1090,125,370,34,96,6,100,50,396,18,500,50,0,0,25,2,0,0,123,12,1100,116,3000,300,0,0,8,4,500,50,0,0,200,1,65,1,325,1,0,0,0,0,200,176,334,152,712,75,787,461,210,0,300,210,170,0,210,250,5,5,507,200,300,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,6,1,0,1,1,1,0,0,0,1,8,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,3273,0,0,1643
203,Markham,L0099,2018,Southern Ontario Library Service,Public or Union Library,6031 Highway 7 ,,Markham,Ontario,L3P3A7,http://www.markhampubliclibrary.ca,157806,-486677,208662,20116,0,228778,16062170,0,0,0,0,42000,0,0,79468,0,865814,0,0,17236230,0,0,138200,0,138200,3463127,2542380,920747,12005909,105797,1474367,14111,0,0,0,0,659596,0,17722907,0,0,1,10,0,0,1,1,0,1,0,7,35,35,12,0,25,0,0,0,20,385,0,0,194,3200,634,310,214,179,24,0,0,0,1,0,1,0,1,3,0,1,2,0,0,8,510,0,0,0,0,0,0,0,4905019,8118,150857,88324,4411,3805,41,1484,52,0,0,5080,170,3662,167,10682,797,300,32,1386,276,0,0,11612,1181,16057,267,47,1,616,21,1105,314,1028,19,17,3,0,0,4349,217,1303,149,0,0,276,228,1910,562,98100,11115,109215,17396,3296,2168,35686,19,3247,124,249,365,475,365,55426,54892,832,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,6,1,1,1,0,0,1,1,0,1,8,1,1,1,1,0,4,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,6,348718,0,0,100078
